publisher,genres,title,release_date,price,id,developer
Bethesda Softworks,"('RPG',)",Fallout 2: A Post Nuclear Role Playing Game,1998-12-01,9,38410,Black Isle Studios
Bethesda Softworks,"('Strategy',)",Fallout Tactics: Brotherhood of Steel,2001-03-01,9,38420,14° East
Interplay Inc.,"('Action',)",Kingpin — Life of Crime,1999-06-01,9,38430,Xatrix Entertainment
Telltale Games,"('Adventure',)",Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,2009-08-20,19,31180,Telltale Games
iWin,"('Casual',)",Jewel Quest Pack,2009-08-24,19,37960,iWin
iWin,"('Casual',)",Mahjong Quest Collection,2009-08-24,9,38000,iWin
Size Five Games,"('Adventure', 'Indie')","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009-06-22,4,37400,Size Five Games
Ubisoft,"('Action',)",Tom Clancy's Splinter Cell Chaos Theory®,2005-03-29,9,13570,Ubisoft Montreal
1C Company,"('Strategy',)",XIII Century – Gold Edition,2009-08-28,4,34420,Unicorn Games Studio
THQ Nordic,"('Simulation',)",World of Zoo,2009-10-30,14,43100,Blue Fang
Square Enix,"('Action', 'Adventure')",Mini Ninjas,2009-09-08,9,35000,IO Interactive
"Vectorpark, Inc.","('Adventure', 'Casual', 'Indie')",Windosill,2009-05-26,2,37600,"Vectorpark, Inc."
Dovetail Games - Trains,"('Simulation',)",Train Simulator: Colton &amp; Northern Route Add-On,2009-09-25,24,24029,All Aboard
MumboJumbo,"('Adventure', 'Casual')",Midnight Mysteries,2009-09-28,9,32140,MumboJumbo
Telltale Games,"('Adventure',)",Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,2009-09-07,19,31190,Telltale Games
"NovaLogic, THQ Nordic","('Action',)",Joint Operations: Combined Arms Gold,2009-08-18,19,32770,NovaLogic
Dovetail Games - Trains,"('Simulation',)",Train Simulator: US Loco &amp; Asset Pack,2009-10-01,17,208306,Dovetail Games
PlayFirst,"('Simulation',)",DinerTown Tycoon,2009-09-30,9,37300,PlayFirst
Dovetail Games - Trains,"('Simulation',)",Train Simulator: European Loco &amp; Asset Pack,2009-10-01,19,208300,Dovetail Games
Deep Silver,"('RPG',)",Risen,2009-10-30,9,40300,Piranha Bytes
Square Enix,"('Casual',)",Flora's Fruit Farm,2009-10-01,3,35070,Honeyslug
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)","('Strategy',)",Empire: Total War™ - The Warpath Campaign,2009-10-05,9,10606,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
Amanita Design,"('Adventure', 'Indie')",Machinarium,2009-10-16,9,40700,Amanita Design
Electronic Arts,"('Action',)",Medal of Honor: Airborne,2007-09-04,9,24840,EA Los Angeles
Electronic Arts,"('Racing',)",Need for Speed: Shift,2009-09-15,19,24870,Slightly Mad Studios
Runic Games,"('RPG',)",Torchlight,2009-10-27,14,41500,Runic Games
Electronic Arts,"('Strategy',)",Command &amp; Conquer: Red Alert 3 - Uprising,2009-03-12,19,24800,EA Los Angeles
FireFly Studios,"('Strategy',)",The Stronghold Collection,2009-10-27,19,901735,FireFly Studios
Nitro Games,"('Strategy',)",East India Company: Privateer,2009-10-27,4,42800,Nitro Games
THQ Nordic,"('Action',)",Painkiller: Resurrection,2009-10-27,9,39560,Homegrown Games
THQ Nordic,"('RPG', 'Strategy')",SpellForce 2 - Anniversary Edition,2009-10-29,14,39550,"Phenomic,THQ Nordic"
Deep Silver,"('Adventure',)",Secret Files: Tunguska,2009-10-29,9,40330,Animation Arts
Deep Silver,"('Strategy',)",Rush for Berlin Gold,2009-10-29,4,40320,Stormregion
Telltale Games,"('Adventure',)",Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,2009-10-07,19,31200,Telltale Games
"1C Company, 1C-SoftClub","('Strategy',)",Men of War: Red Tide,2009-11-01,4,3130,1C Company
KranX Productions,"('Action', 'Indie')",Hammerfight,2009-09-19,4,41100,Konstantin Koshutin
THQ Nordic,"('Action', 'RPG')",SpellForce - Platinum Edition,2009-11-03,9,39540,Phenomic
Wargaming.net,"('Strategy',)",Massive Assault: Phantom Renaissance,2005-03-03,9,34640,Wargaming.net
Matrix Games/GMX Media,"('Strategy',)",Massive Assault,2003-10-28,9,34630,Wargaming.net
Devolver Digital,"('Action', 'Indie')",Serious Sam HD: The First Encounter,2009-11-24,14,41000,Croteam
Deep Silver,"('Adventure',)",Secret Files 2: Puritas Cordis,2009-10-29,9,40340,Animation Arts
Electronic Arts,"('RPG',)",Dragon Age: Origins,2009-11-06,19,17450,BioWare
Citeremis Inc.,"('Action', 'RPG', 'Indie')",Aztaka,2009-05-07,4,37100,Citeremis Inc.
Yullaby,"('Indie', 'Casual')",Magnetis,2009-11-05,1,37500,Yullaby
Paradox Interactive,"('Strategy',)",For The Glory: A Europa Universalis Game,2009-11-11,9,42810,Crystal Empire Games
"Activision, Aspyr (Mac)","('Action',)",Call of Duty®: Modern Warfare® 2,2009-11-12,19,10180,"Infinity Ward,Aspyr (Mac)"
"LucasArts, Lucasfilm, Disney Interactive, Feral Interactive (Mac)","('Adventure',)",LEGO® Star Wars™ - The Complete Saga,2009-11-12,19,32440,"Traveller's Tales,Feral Interactive (Mac)"
Codemasters,"('RPG',)",Overlord™,2007-06-26,4,11450,"Triumph Studios,Virtual Programming"
Codemasters,"('RPG',)",Overlord™: Raising Hell,2008-02-15,9,12710,"Triumph Studios,Virtual Programming"
Electronic Arts,"('Strategy',)",Command &amp; Conquer 3: Tiberium Wars,2007-03-28,14,24790,EA Los Angeles
KranX Productions,"('Indie', 'Casual')",Yumsters 2: Around the World,2008-07-23,4,29120,KranX Productions
Electronic Arts,"('Strategy',)",Command &amp; Conquer 3: Kane's Wrath,2009-11-13,19,24810,EA Los Angeles
Positech Games,"('Indie', 'Simulation', 'Strategy')",Gratuitous Space Battles,2009-11-16,14,41800,Positech Games
Gaijin Entertainment,"('Simulation',)",Wings of Prey,2009-12-25,9,45300,Gaijin Entertainment
inXile Entertainment,"('Action', 'Adventure', 'RPG')",The Bard's Tale,2005-06-17,9,41900,inXile Entertainment
Tripwire Interactive,"('Action',)",Defence Alliance 2,2009-10-22,0,35420,Defence Alliance Team
"LucasArts, Aspyr (Mac), Lucasfilm, Disney Interactive","('Action',)",STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,2009-11-03,19,32430,"LucasArts,Aspyr Studios"
Bethesda Softworks,"('RPG',)",Fallout 3: Game of the Year Edition,2009-10-13,19,22370,Bethesda Game Studios
Positech Games,"('Strategy', 'Indie', 'Simulation')",Gratuitous Space Battles: The Tribe,2009-12-16,5,41802,Positech Games
iWin,"('Simulation',)",Build-A-Lot,2007-10-02,9,38080,Hip Soft
iWin,"('Simulation',)",Build-A-Lot 2: Town of the Year,2008-04-29,9,38090,Hip Soft
iWin,"('Simulation',)",Build-A-Lot 3: Passport to Europe,2009-01-24,9,38100,Hip Soft
iWin,"('Casual', 'Simulation')",Coconut Queen,2009-12-17,9,38070,iWin
SouthPeak Games,"('Casual',)",Roogoo,2009-12-17,1,38210,Spidermonk Entertainment
Capcom,"('Action', 'Adventure')",Devil May Cry 4,2008-07-08,19,45700,Capcom
Meridian4,"('Action', 'Indie', 'RPG')",Avencast: Rise of the Mage,2010-03-17,9,46410,ClockStone Studios
iWin,"('Simulation',)",Build-A-Lot 4: Power Source,2009-08-12,9,38110,Hip Soft
Octoshark Studios,"('Action', 'Free to Play', 'Indie')","Pirates, Vikings, and Knights II",2010-02-12,0,17570,Octoshark Studios
iWin,"('Casual',)",Farm Frenzy 2,2008-08-27,4,38130,Alawar
iWin,"('Casual',)",Farm Frenzy 3: American Pie,2010-01-06,9,38160,Alawar
iWin,"('Casual',)",Farm Frenzy 3,2009-09-11,9,38150,Alawar
iWin,"('Casual',)",Farm Frenzy,2007-12-07,4,38120,Alawar
iWin,"('Casual',)",Farm Frenzy: Pizza Party,2009-02-18,4,38140,Alawar
Sandlot Games,"('Casual',)",Cake Mania Main Street™,2010-02-16,6,36300,Sandlot Games
Sandlot Games,"('Strategy', 'Casual')",Westward® IV: All Aboard,2010-02-16,6,36310,Sandlot Games
Sandlot Games,"('Adventure', 'Casual')",Iron Roses,2010-02-16,6,36320,Cateia Games
ND Games,"('Strategy',)",UFO: Extraterrestrials Gold,2010-02-17,9,37030,Chaos Concept
"LucasArts, Lucasfilm, Disney Interactive","('Adventure',)",LEGO® Indiana Jones™ 2: The Adventure Continues,2010-02-18,19,32450,Traveller's Tales
New Star Games Ltd,"('Action', 'Indie', 'Racing')",Super Laser  Racer,2010-02-18,4,44100,New Star Games Ltd
Paradox Interactive,"('Strategy',)",Hearts of Iron III: Soviet Infantry Pack DLC,2010-02-18,0,25960,Paradox Interactive
1C Company,"('Action',)",NecroVisioN: Lost Company,2010-02-19,6,46250,The Farm 51
iWin,"('Casual',)",Cradle of Persia,2007-12-01,9,38180,Awem Studio
SEGA,"('Action',)",Aliens vs. Predator Swarm Map Pack,2010-03-18,7,10695,Rebellion
Devolver Digital,"('Action', 'Indie')",Serious Sam Classic: The First Encounter,2001-03-21,9,41050,Croteam
Dovetail Games - Trains,"('Simulation',)",Train Simulator: Fort Kent to Eagle Lake Route Add-On,2010-03-19,19,24055,All Aboard
TaleWorlds Entertainment,"('Action', 'RPG')",Mount &amp; Blade: Warband,2010-03-31,19,48700,TaleWorlds Entertainment
ZoopTEK,"('Action',)",Coniclysm,2010-03-26,4,39900,ZoopTEK
Beatnik Games,"('Action', 'Indie')",Plain Sight,2010-04-05,4,49900,Beatnik Games
Fatshark,"('Action',)",Lead and Gold: Gangs of the Wild West,2010-04-08,9,42120,Fatshark
Rockstar Games,"('Action',)",Grand Theft Auto: Episodes from Liberty City,2010-04-12,19,12220,Rockstar North / Toronto
Capcom,"('Action', 'Adventure')",Dark Void™ Zero,2010-04-12,4,45730,Other Ocean Interactive
Nemesys Games,"('Indie',)",Fortix,2010-04-14,0,45400,Nemesys Games
Cold Beam Games,"('Action', 'Casual', 'Indie')",Beat Hazard,2010-04-15,9,49600,Cold Beam Games
Telltale Games,"('Adventure',)",Sam &amp; Max: The Devil’s Playhouse,2010-04-15,19,901399,Telltale Games
Kalypso Media Digital,"('Simulation', 'Strategy')",M.U.D. TV,2010-04-19,9,43500,Realmforge Studios
Gaijin Entertainment,"('Simulation',)",Wings of Luftwaffe Add-on,2010-04-19,4,45302,Gaijin Entertainment
2K Play,"('Adventure', 'Indie')",The Misadventures of P.B. Winterbottom,2010-04-20,4,40930,The Odd Gentlemen
THQ Nordic,"('Action',)",AquaNox 2: Revelation,2003-08-19,4,39640,THQ Nordic
THQ Nordic,"('Action',)",AquaNox,2001-11-30,4,39630,THQ Nordic
Red Chain Games Ltd.,"('Casual', 'Indie')",Fluttabyes,2010-04-20,1,23150,Red Chain Games Ltd.
Big Fish Games,"('Casual',)",Hidden Expedition: Titanic,2006-07-19,9,50940,Big Fish Games
Big Fish Games,"('Casual', 'Indie')",Hidden Expedition: Amazon,2008-06-19,9,50920,Big Fish Games
"SEGA, Feral Interactive (Mac)","('Strategy',)",Napoleon: Total War™ - Coalition Battle Pack,2010-05-05,2,34178,"The Creative Assembly,Feral Interactive (Mac)"
PlayFirst,"('Casual',)",Fitness Dash™,2008-12-31,6,37340,Sarbakan
PlayFirst,"('Casual',)",Gemini Lost™,2009-09-24,6,37390,PlayFirst
PlayFirst,"('Casual',)",DinerTown Detective Agency™,2009-07-27,6,37310,Absolutist Ltd.
PlayFirst,"('Casual',)",Hotel Dash™ Suite Success™,2009-12-24,6,49000,PlayFirst
PlayFirst,"('Casual',)",Nightshift Legacy: The Jaguar's Eye™,2010-03-19,6,37330,PlayFirst
PlayFirst,"('Casual',)",The Nightshift Code™,2008-02-11,6,37320,PlayFirst
PlayFirst,"('Casual',)",TriJinx: A Kristine Kross Mystery™,2007-12-31,6,37370,PlayFirst
PlayFirst,"('Casual',)",Valerie Porter and the Scarlet Scandal™,2009-12-21,6,37380,PlayFirst
"Konami Digital Entertainment, Inc., Konami Digital Entertainment GmbH","('Action', 'Adventure', 'Casual')",Biozone,2010-05-07,9,19080,G5 Entertainment
"Konami Digital Entertainment, Inc., Konami Digital Entertainment GmbH","('Action', 'Adventure')",Rocket Knight,2010-05-11,14,19030,Climax Studios
Muse Games,"('Action', 'Indie')",Flight of the Icarus,2010-05-12,4,49800,Muse Games
Merge Games,"('Casual',)",Puzzler World,2010-05-28,4,33650,Ideas Pad
Ubisoft,"('Action', 'Adventure')",Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,2010-06-08,19,901478,Ubisoft
Kalypso Media Digital,"('Casual', 'Indie')",Ziro,2010-05-28,4,33660,Kokakiki
SEGA,"('Action',)",Altered Beast™,2010-06-01,2,34281,SEGA
SEGA,"('Action',)",Comix Zone™,2010-06-01,2,34272,SEGA
SEGA,"('Action', 'Adventure', 'Casual', 'RPG')",SEGA Mega Drive and Genesis Classics,2010-06-01,61,34270,D3T Limited
SEGA,"('Action',)",Golden Axe™,2010-06-01,2,34276,SEGA
SEGA,"('Action',)",Ecco the Dolphin™,2010-06-01,2,34274,SEGA
SEGA,"('Strategy',)",Gain Ground™,2010-06-01,2,34275,SEGA
SEGA,"('Action',)",Shinobi™ III: Return of the Ninja Master,2010-06-01,2,34277,SEGA
SEGA,"('Action',)",Crack Down™,2010-06-01,2,34273,SEGA
SEGA,"('Action',)",VectorMan™,2010-06-01,2,34280,SEGA
SEGA,"('Action',)",Shadow Dancer™,2010-06-01,2,34282,SEGA
SEGA,"('Action',)",Space Harrier™ II,2010-06-01,2,34279,SEGA
SEGA,"('Action', 'RPG')",Alpha Protocol™,2010-06-01,14,34010,Obsidian Entertainment
Team17 Digital Ltd,"('Action',)",Alien Breed: Impact,2010-06-03,9,22610,Team17 Software Ltd.
Bethesda Softworks,"('RPG',)",Fallout 3 - Point Lookout,2010-07-16,4,22440,Bethesda Game Studios
Hidden Path Entertainment,"('Strategy', 'Indie')",Defense Grid: Resurgence Map Pack 1,2010-06-02,0,18508,Hidden Path Entertainment
Bethesda Softworks,"('RPG',)",Fallout 3 - Mothership Zeta,2010-07-16,4,22430,Bethesda Game Studios
Bethesda Softworks,"('RPG',)",Fallout 3 - Broken Steel,2010-07-16,4,22410,Bethesda Game Studios
Bethesda Softworks,"('RPG',)",Fallout 3 - The Pitt,2010-07-16,4,22420,Bethesda Game Studios
Valve,"('Action',)",Alien Swarm,2010-07-19,0,630,Valve
Bethesda Softworks,"('RPG',)",Fallout 3 - Operation Anchorage,2010-07-16,4,22400,Bethesda Game Studios
"Electronic Arts, Aspyr (Mac)","('Simulation', 'Strategy')",SimCity™ 4 Deluxe Edition,2003-09-22,19,24780,"EA - Maxis,Aspyr (Mac)"
Kalypso Media Digital,"('Strategy', 'RPG')",Disciples III - Renaissance Steam Special Edition,2010-07-16,14,33670,"Akella,.dat"
"Arcen Games, LLC","('Casual', 'Indie')",Tidalis,2010-07-16,4,40420,"Arcen Games, LLC"
Strategy First,"('Action', 'Casual', 'Indie')",Razor2: Hidden Skies,2010-07-19,9,34920,Invent4 Entertainment
Ubisoft,"('Strategy',)",The Settlers 7: Uncharted Land Map Pack,2010-07-21,3,48136,Blue Byte
Strategy First,"('RPG',)",Dimensity,2008-12-08,9,46720,Dagger Games
Square Enix,"('Action',)",Kane &amp; Lynch 2: Dog Days,2010-08-17,9,28000,IO Interactive
THQ Nordic,"('Simulation', 'Strategy')",The Guild II Renaissance,2010-07-28,9,39680,Rune Forge
Paradox Interactive,"('Strategy',)",Hearts of Iron III DLC: German II Spritepack,2010-07-26,0,25962,Paradox Interactive
N3V Games,"('Simulation',)",Trainz Simulator DLC: Blue Comet,2010-08-06,19,24634,N3V Games
1C Company,"('Strategy',)",Fantasy Wars,2010-08-06,4,63900,Ino-Co
"2K Games, Feral Interactive (Mac)","('Action',)",Mafia II,2011-03-22,29,50130,"2K Czech,Feral Interactive (Mac)"
Dovetail Games - Trains,"('Simulation',)",Train Simulator: Network Southeast Class 47 Loco Add-On,2010-08-06,4,24075,Dovetail Games
"Namco Networks America, Inc.","('RPG', 'Casual')",Puzzle Quest 2,2010-08-12,9,47540,Infinite Interactive
P2 Games,"('Action',)",Burn Zombie Burn!,2010-08-12,9,50510,doublesix
Playbrains,"('Indie',)",Madballs B*D*I Clan Skins,2010-08-16,1,25760,Playbrains
Playbrains,"('Indie',)",Madballs Scorched Evolution Skin Rollup,2010-08-16,1,25763,Playbrains
Playbrains,"('Indie',)",Madballs BDI Evolution Skin Rollup,2010-08-16,1,25762,Playbrains
Playbrains,"('Indie',)",Madballs Holiday Skin Rollup,2010-08-16,2,25764,Playbrains
Paradox Interactive,"('Strategy',)",Victoria I Complete,2010-08-20,9,42980,Paradox Development Studio
Paradox Interactive,"('Simulation',)",Ship Simulator Extremes,2010-08-27,19,48800,VStep
Team17 Digital Ltd,"('Strategy',)",Worms Reloaded,2010-08-26,19,22600,Team17 Digital Ltd
Factus Games,"('Indie', 'Simulation', 'Strategy')",Making History II: The War of the World,2010-06-22,14,46770,Muzzy Lane Software
Bohemia Interactive,"('Action', 'Simulation', 'Strategy')",Arma 2: British Armed Forces,2010-08-27,8,65700,Bohemia Interactive
Paradox Interactive,"('Strategy',)",Victoria II,2010-08-30,19,42960,Paradox Development Studio
Playbrains,"('Indie',)",Madballs Scorched Clan Skins,2010-08-16,1,25761,Playbrains
"SQUARE ENIX, Eidos Interactive","('Action',)",Kane &amp; Lynch 2: The Doggie Bag,2010-08-31,5,28010,IO Interactive
"SQUARE ENIX, Eidos Interactive","('Action',)",Kane &amp; Lynch 2: Multiplayer Masks Pack,2010-08-31,1,28012,IO Interactive
N3V Games,"('Simulation',)",Trainz: Classic Cabon City,2010-09-01,19,24640,N3V Games
"SQUARE ENIX, Eidos Interactive","('Action',)",Kane &amp; Lynch 2: Alliance Weapon Pack,2010-08-31,2,28011,IO Interactive
GSC World Publishing,"('Strategy',)",Cossacks: Back to War,2002-11-01,4,4850,GSC Game World
Revolution Software Ltd,"('Adventure',)",Broken Sword: Director's Cut,2010-09-02,5,57640,Revolution Software Ltd
OneBigGame,"('Casual',)",Chime,2010-09-06,4,62100,Zoë Mode
"2K Games, Feral Interactive (Mac)","('Action',)",Mafia II DLC: Jimmy's Vendetta,2010-09-06,9,50145,"2K Czech,Feral Interactive (Mac)"
CI Games,"('Action',)",Sniper: Ghost Warrior - Map Pack,2010-09-08,1,34841,City Interactive
Terry Cavanagh,"('Action', 'Indie')",VVVVVV,2010-09-07,4,70300,Terry Cavanagh
Ubisoft,"('Strategy',)",The Settlers 7: Conquest - The Empire Expansion DLC,2010-09-08,3,48137,Blue Byte
Frictional Games,"('Action', 'Adventure', 'Indie')",Amnesia: The Dark Descent,2010-09-08,19,57300,Frictional Games
Carpe Fulgur LLC,"('RPG', 'Indie')",Recettear: An Item Shop's Tale,2010-09-10,19,70400,EasyGameStation
Dedication Games,"('Action', 'Casual', 'Indie')",Swarm Arena,2010-08-19,3,46600,Dedication Games
SEGA,"('Action', 'Simulation')",Super Thunder Blade™,2010-09-13,2,34314,SEGA
SEGA,"('Action',)",Galaxy Force II™,2010-09-13,2,34310,SEGA
exosyphen studios,"('Simulation',)",Hacker Evolution,2010-09-14,4,70100,exosyphen studios
exosyphen studios,"('Indie', 'Simulation')",Hacker Evolution: Untold,2010-09-14,4,70110,exosyphen studios
Subsoap,"('Casual', 'Indie')",Faerie Solitaire,2010-09-17,9,38600,Subsoap
Kalypso Media Digital,"('Strategy',)",Patrician IV - Steam Special Edition,2010-09-17,14,57620,Gaming Minds Studios
SEGA,"('Action',)",Bonanza Bros.™,2010-09-13,2,34284,SEGA
1C Company,"('RPG', 'Strategy')",King's Bounty: Crossworlds,2010-09-17,14,63910,Katauri Interactive
Dovetail Games - Trains,"('Simulation',)",Train Simulator: Green &amp; Gold HST DMU Add-On,2010-09-17,4,24082,Dovetail Games
"2K Games, Aspyr (Mac, Linux)","('Strategy',)",Sid Meier's Civilization® V,2010-09-21,29,8930,"Firaxis Games,Aspyr (Mac, Linux)"
Nitro Games,"('Strategy',)",Commander: Conquest of the Americas - Colonial Navy,2010-09-21,4,49310,Nitro Games
Devolver Digital,"('Action', 'Indie')",Serious Sam Classic: The Second Encounter,2002-02-05,9,41060,Croteam
Blind Mind Studios,"('Indie', 'Strategy')",Star Ruler,2010-09-20,9,70900,Blind Mind Studios
Krome Studios,"('Action', 'Adventure')",Blade Kitten,2010-09-22,2,9940,Krome Studios
Team17 Digital Ltd,"('Action',)",Alien Breed 2: Assault,2010-09-22,9,22650,Team17 Digital Ltd
THQ Nordic,"('Action', 'Adventure')",Darksiders™,2010-09-23,19,50620,Vigil Games
Egosoft,"('Simulation', 'Strategy')",X: Beyond the Frontier,1999-07-01,4,2840,Egosoft
Paradox Interactive,"('Strategy',)",The Kings' Crusade,2010-10-08,9,42920,NeoCoreGames
NCsoft,"('Action', 'RPG', 'Massively Multiplayer')",Guild Wars: Eye of the North®,2007-08-31,19,29700,ArenaNet®
Egosoft,"('Simulation', 'Strategy')",X: Tension,2000-06-01,4,2850,Egosoft
Paradox Interactive,"('RPG', 'Strategy')",Age of Wonders II: The Wizard's Throne,,9,61510,Triumph Studios
Youdagames,"('Adventure', 'Casual', 'Simulation')",Governor of Poker 2,2010-10-11,7,70200,I Sioux Game Productions B.V.
Youdagames,"('Adventure', 'Casual', 'Indie', 'Simulation')",Governor of Poker 2 - Premium Edition,2010-10-11,14,70210,I Sioux Game Productions B.V.
Paradox Interactive,"('RPG', 'Strategy')",Age of Wonders Shadow Magic,,9,61520,Triumph Studios
Paradox Interactive,"('RPG', 'Strategy')",Age of Wonders,,5,61500,Triumph Studios
Electronic Arts,"('Action',)",Medal of Honor™,2010-10-12,19,47790,Electronic Arts
Headup Games,"('Indie', 'RPG', 'Strategy')",Grotesque Tactics: Evil Heroes,2010-10-15,9,46450,"Headup Games,Silent Dreams"
Capcom,"('Action', 'Adventure')",Lost Planet® 2,2010-10-15,19,45750,"CAPCOM CO., LTD."
Stickmen Studios,"('Adventure', 'Casual', 'Indie')",Doc Clock: The Toasted Sandwich of Time,2010-10-15,4,57800,Stickmen Studios
Bethesda Softworks,"('Action', 'RPG')",Fallout: New Vegas,2010-10-19,9,22380,Obsidian Entertainment
Dmytry Lavrov,"('Action', 'Casual', 'Indie')",The Polynomial - Space of the music,2010-10-15,6,67000,Dmytry Lavrov
Wadjet Eye Games,"('Adventure', 'Indie')",Puzzle Bots,2010-10-22,4,80300,Ivy Games
